region,prefecture,commune,canton,operateur,lon,lat
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.17176,6.19587
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18696,6.19998
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.23979,6.1389
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26656,6.1742
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.15894,6.17528
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,1.29508,6.1722
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.27605,6.14128
Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,1.18982,6.17871
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.11013,6.19048
Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,1.17147,6.19578
Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,1.18529,6.20138
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26636,6.17559
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18468,6.20132
Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,1.17145,6.19548
Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,1.18521,6.20219
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26598,6.1756
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.28906,6.17225
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,1.14079,6.17243
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18294,6.17732
Maritime,Golfe,Golfe 5,Aflao-Gakli,Non renseigné,1.18509,6.20254
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.28909,6.1679
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.15834,6.17703
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.19102,6.17307
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.24195,6.1361
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18469,6.20194
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18335,6.20241
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.14089,6.17316
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.32475,6.19028
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.2934,6.17171
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,1.14258,6.17337
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.15849,6.17751
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.1834,6.2026
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.17251,6.19703
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18419,6.17614
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26505,6.17484
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.11092,6.19109
Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,1.17173,6.19736
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18354,6.20271
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,1.14263,6.17389
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.15876,6.17777
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.15867,6.17789
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26699,6.17318
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,1.24284,6.13486
Maritime,Golfe,Golfe 3,Bè-Ouest,Moov + Togocom,1.21708,6.15521
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,1.14349,6.17526
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18378,6.20303
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26634,6.17346
Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,1.19448,6.17148
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,1.14245,6.17578
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18433,6.20346
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10755,6.18943
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26591,6.1736
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.24325,6.13519
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,1.29265,6.17132
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18499,6.20403
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.27528,6.14172
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.2716,6.16553
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.19157,6.17711
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26576,6.17345
Maritime,Golfe,Golfe 3,Bè-Ouest,Togocom,1.21724,6.15462
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.27554,6.14201
Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,1.18537,6.20432
Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,1.192,6.17851
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.34639,6.18981
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.14096,6.1742
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.3266,6.17917
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26409,6.17371
Maritime,Golfe,Golfe 1,Bè-Est,Non renseigné,1.29442,6.17129
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,1.27283,6.16636
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.24321,6.13389
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.1413,6.17579
Maritime,Golfe,Golfe 4,Amoutivé,Togocom,1.22108,6.12257
Maritime,Golfe,Golfe 3,Bè-Ouest,Togocom,1.21774,6.15461
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.15813,6.17521
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.2891,6.16261
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.24288,6.13425
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.2641,6.17274
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.24273,6.13426
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.15849,6.17372
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.28848,6.17394
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.28784,6.16505
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10588,6.18659
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.29448,6.16972
Maritime,Golfe,Golfe 3,Bè-Ouest,Moov + Togocom,1.21787,6.1546
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26641,6.17248
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Moov + Togocom,1.16654,6.22019
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.24036,6.13717
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,1.28808,6.17083
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.1069,6.18395
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.28641,6.16471
Maritime,Golfe,Golfe 3,Bè-Ouest,Moov + Togocom,1.21368,6.16197
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.2929,6.16935
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.22367,6.12573
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.28951,6.17419
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.2668,6.17067
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.22379,6.12567
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.224,6.12524
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.22401,6.12521
Maritime,Golfe,Golfe 3,Bè-Ouest,Moov + Togocom,1.21282,6.16161
Maritime,Golfe,Golfe 1,Bè-Est,Moov,1.27007,6.16161
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26693,6.17074
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.21882,6.12271
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.28967,6.17433
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.22245,6.12442
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.22244,6.12419
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.29063,6.17594
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.2838,6.16403
Maritime,Golfe,Golfe 3,Bè-Ouest,Moov + Togocom,1.22066,6.15516
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.14151,6.18741
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.28645,6.16786
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.14029,6.18774
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,1.14054,6.18879
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.23912,6.1389
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.13764,6.18868
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.29327,6.17648
Maritime,Golfe,Golfe 6,Baguida,Togocom,1.34106,6.1905
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.14015,6.18756
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26569,6.17036
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.14276,6.18641
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.1655,6.19463
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26515,6.17065
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.34183,6.19146
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.14232,6.18583
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26441,6.17115
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.34246,6.19275
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.24003,6.13749
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.14169,6.18497
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.34319,6.19371
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10772,6.18642
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.34349,6.19337
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.14141,6.18563
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.29337,6.17658
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26358,6.17052
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26571,6.16993
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.24076,6.13661
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26395,6.17013
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.34201,6.19409
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26421,6.17012
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.24129,6.13645
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.24145,6.13638
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.13852,6.18657
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10646,6.1832
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26432,6.17044
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26754,6.15778
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.21772,6.13368
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.13882,6.18782
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10645,6.18252
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.13884,6.1882
Maritime,Golfe,Golfe 3,Bè-Ouest,Moov + Togocom,1.21647,6.1556
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.33787,6.18793
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.21667,6.133
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.29278,6.17822
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.2166,6.13303
Maritime,Golfe,Golfe 1,Bè-Est,Moov,1.28372,6.16591
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.33741,6.18781
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.34221,6.18923
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.21428,6.13252
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.2431,6.13282
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.33546,6.191
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10595,6.18367
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.21362,6.12226
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.28301,6.16751
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26675,6.16924
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10544,6.18372
Maritime,Golfe,Golfe 1,Bè-Est,Moov,1.26606,6.15772
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.21824,6.12255
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.20378,6.12575
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.3345,6.18987
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.13632,6.18712
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.24208,6.13363
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.13631,6.18738
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.3354,6.1892
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.20389,6.12321
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.33543,6.18981
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26629,6.16922
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.24147,6.13416
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,1.16839,6.24189
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10319,6.1859
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.20446,6.12312
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10334,6.18604
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26567,6.16959
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.34654,6.18956
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.33378,6.19092
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.24114,6.13464
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.29466,6.17558
Maritime,Golfe,Golfe 3,Bè-Ouest,Non renseigné,1.21385,6.15649
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26381,6.16958
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.34642,6.19102
Maritime,Golfe,Golfe 1,Bè-Est,Togocom,1.26771,6.15986
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.224,6.12758
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.33471,6.19237
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26272,6.16849
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.19074,6.19112
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.33607,6.1937
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26318,6.16962
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.33639,6.19298
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.23953,6.13707
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.1428,6.17659
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.33608,6.19287
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16867,6.19084
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26296,6.16964
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16785,6.19064
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.33756,6.19282
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.23977,6.13729
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.14077,6.17558
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,1.14084,6.17542
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.33765,6.1925
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16735,6.19065
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16735,6.19078
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10402,6.17991
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.1407,6.17549
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16724,6.19077
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.29011,6.17883
Maritime,Golfe,Golfe 4,Amoutivé,Non renseigné,1.20206,6.12203
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.19053,6.19103
Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,1.1672,6.1919
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16738,6.19214
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.20018,6.12372
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.33928,6.19364
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.22647,6.12608
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18889,6.19079
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16629,6.19074
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16668,6.19025
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.1392,6.17164
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.33812,6.18983
Maritime,Golfe,Golfe 4,Amoutivé,Non renseigné,1.20006,6.1236
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,1.16895,6.24172
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16632,6.19094
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26258,6.16803
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18734,6.19025
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.22711,6.12652
Maritime,Golfe,Golfe 3,Bè-Ouest,Togocom,1.2175,6.15335
Maritime,Golfe,Golfe 3,Bè-Ouest,Moov + Togocom,1.21606,6.15717
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16578,6.19191
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16599,6.19232
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.13933,6.17016
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26346,6.16763
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.33702,6.19057
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,1.19904,6.24205
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,1.17116,6.23938
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10165,6.17616
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov,1.13385,6.17322
Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,1.18626,6.19049
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.33684,6.19109
Maritime,Golfe,Golfe 4,Amoutivé,Non renseigné,1.19965,6.12284
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10152,6.17468
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26334,6.1673
Maritime,Golfe,Golfe 3,Bè-Ouest,Moov + Togocom,1.21569,6.15866
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16539,6.19202
Maritime,Golfe,Golfe 4,Amoutivé,Non renseigné,1.19973,6.12248
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Moov + Togocom,1.16053,6.22033
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.19948,6.12073
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.34776,6.19275
Maritime,Golfe,Golfe 5,Aflao-Gakli,Non renseigné,1.17914,6.20183
Maritime,Golfe,Golfe 4,Amoutivé,Togocom,1.22733,6.12766
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.3394,6.19096
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Moov + Togocom,1.16093,6.22252
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.20053,6.12196
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,1.16035,6.17337
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.23812,6.13826
Maritime,Golfe,Golfe 3,Bè-Ouest,Moov + Togocom,1.21565,6.15883
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Moov + Togocom,1.17283,6.2381
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18741,6.19104
Maritime,Golfe,Golfe 3,Bè-Ouest,Moov + Togocom,1.21776,6.15346
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,1.1014,6.17394
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,1.10151,6.17389
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16526,6.1945
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,1.10283,6.18369
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26333,6.16709
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.22736,6.12777
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.23795,6.13878
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26394,6.16691
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Moov + Togocom,1.1613,6.22181
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,1.17414,6.23709
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.1954,6.18257
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18776,6.19108
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,1.10094,6.1828
Maritime,Golfe,Golfe 3,Bè-Ouest,Togocom,1.21551,6.15921
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26449,6.1664
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Moov + Togocom,1.16109,6.22074
Maritime,Golfe,Golfe 3,Bè-Ouest,Moov + Togocom,1.21895,6.15392
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10346,6.17194
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,1.10108,6.18196
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16486,6.19512
Maritime,Golfe,Golfe 4,Amoutivé,Moov + Togocom,1.20158,6.11906
Maritime,Golfe,Golfe 3,Bè-Ouest,Moov + Togocom,1.21905,6.15405
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16462,6.19521
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10255,6.17165
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10362,6.17147
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18806,6.19082
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,1.19911,6.242
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Moov + Togocom,1.16171,6.22061
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16361,6.203
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.29402,6.17539
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10083,6.1809
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.19714,6.18255
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16953,6.20781
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.19685,6.19358
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,1.17249,6.24042
Maritime,Golfe,Golfe 6,Baguida,Moov + Togocom,1.34936,6.19489
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.26536,6.16804
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10168,6.18233
Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,1.18815,6.19111
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,1.19648,6.24034
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Togocom,1.16214,6.22128
Maritime,Golfe,Golfe 3,Bè-Ouest,Moov + Togocom,1.21798,6.15303
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.16126,6.20282
Maritime,Golfe,Golfe 6,Baguida,Togocom,1.35023,6.19487
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Moov + Togocom,1.10027,6.18117
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,1.161,6.17317
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,1.19607,6.23966
Maritime,Golfe,Golfe 4,Amoutivé,Non renseigné,1.20306,6.11939
Maritime,Golfe,Golfe 5,Aflao-Gakli,Moov + Togocom,1.18781,6.19201
Maritime,Golfe,Golfe 1,Bè-Est,Moov + Togocom,1.29261,6.17337
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Moov + Togocom,1.17368,6.23914
